ID,Text,Translation,VoiceActor,Context
125435029379,I have absolutely no problem with that.,,Blood,BanterDef GoodPlace_Jackhammer04 Text 
700839412140,I guess that's our fault. This prison has limited recreation options. Maybe we should bring in some ping pong tables.,,Raider,BanterDef GoodPlace_Jackhammer04 Text 
643442014848,I think he'd be disappointed if you didn't. He seems to like being dominated.,,Fox,BanterDef GoodPlace_Jackhammer04 Text 
535905231041,My old cell! Feels almost like home. ,,Jackhammer,BanterDef GoodPlace_Jackhammer05 Text 
870474941049,"Here I am, back at the start.",,Jackhammer,BanterDef GoodPlace_Jackhammer06 Text 
733451633046,"It's a bit of a rough ride, going from prison director back to prisoner.",,Jackhammer,BanterDef GoodPlace_Jackhammer07 Text 
181358958785,"When you find you have walked in a circle, it is a sure sign that you have lost your way.",,DrQ,BanterDef GoodPlace_Jackhammer07 Text 
705653437841,"I'm sure all the other inmates ain't making the ""ride"" any easier.",,Nails,BanterDef GoodPlace_Jackhammer07 Text 
567535217624,"You'll be fine. Just remember to, uh... watch your back.",,Wolf,BanterDef GoodPlace_Jackhammer07 Text 
186246316354,"Don't shoot, Your Highn-... I mean, Your Mercenary-ness. It's just me, <em>Elliot</em>.",,Elliot,BanterDef PrisonerElliot_01_approach Text 
659427416673,Don't shoot! I'm an idiot.,,Elliot,BanterDef PrisonerElliot_02 Text 
520002596526,Prove it!,,Buns,BanterDef PrisonerElliot_02 Text 
397039271472,Prove it!,,Gus,BanterDef PrisonerElliot_02 Text 
692834943738,Prove it!,,Len,BanterDef PrisonerElliot_02 Text 
193422996656,I served a psychotic megalomaniac in Arulco and then went and did the same thing in Grand Chien.,,Elliot,BanterDef PrisonerElliot_02 Text 
857737885164,It actually sounds funny when you say it like that!,,Buns,BanterDef PrisonerElliot_02 Text 
783776863652,"Congrats, Woodhead. You are a first class idiot.",,Gus,BanterDef PrisonerElliot_02 Text 
361776268809,"Yeah, that checks out.",,Len,BanterDef PrisonerElliot_02 Text 
167090247954,"<em>The Major</em> didn't like it when he learned about... well, everything. That's why I'm here. But I'm better off like this.",,Elliot,BanterDef PrisonerElliot_03 Text  if sent to Camp Bien Chien 
777025384006,"I've seen some sad sacks, but you are the droopiest.",,Fox,BanterDef PrisonerElliot_03 Text 
582282553878,"You came crawling back to your master and he locked you in the dog house, huh? Tough break.",,Hitman,BanterDef PrisonerElliot_03 Text 
197928193077,"Not gonna argue you with you there, pal.",,Grizzly,BanterDef PrisonerElliot_03 Text 
124188811514,I see a little silhouetto of a merc...,,Elliot,"BanterDef PrisonerElliot_04 Text  sadly, softly, singing to the tune of ""Bohemian rhapsody"" "
869403316383,"I'm just a poor boy, I need some sympathy.",,Elliot,"BanterDef PrisonerElliot_05 Text  sadly, softly, singing to the tune of ""Bohemian rhapsody"" "
447486740996,"The constant beatings notwithstanding, I find my life is so much better when someone else controls it.",,Elliot,BanterDef PrisonerElliot_06 Text 
118788371359,"Trapped in a cage in Grand Chien, I've never been so free.",,Elliot,BanterDef PrisonerElliot_07 Text 
184121584298,"I didn't mean to kill my friend, I swear! You see... I was just a victim of a series of accidents.",,Elliot,"BanterDef PrisonerElliot_08 Text  vague reference to ""The Sirens of Titan"" by Kurt Vonnegut  if you know his story "
629220092936,"Aye, lad. The first one being your conception.",,Red,BanterDef PrisonerElliot_08 Text 
622267969527,"You know what I see, Elliot? I see a man about to live the first day of the rest of his life!",,Thor,BanterDef PrisonerElliot_08 Text 
930953070212,Save it for the judge.,,Raider,BanterDef PrisonerElliot_08 Text 
711385858930,I don't want a walk! I don't want it! <em>Jackhammer</em> is always bullying me.,,Elliot,"BanterDef PrisonerElliot_09 Text  vague reference to ""The Sirens of Titan"" by Kurt Vonnegut  sent to the Good Place and Jackhammer is a prisoner too "
502152292374,So? I thought that kind of thing was your jam.,,Ice,BanterDef PrisonerElliot_09 Text 
938408402171,Sounds like just your type.,,Nails,BanterDef PrisonerElliot_09 Text 
323817714665,What are you bitching about? Ain't that the kind of thing you're into?,,Meltdown,BanterDef PrisonerElliot_09 Text 
113474393815,"<wisdom-f>
It's impossible to find any useful information in this pile of badly written and poorly organized documents.",,,BanterDef Prison_Documents_failure Text
831571977939,"<wisdom-s>
After carefully examining this pile of badly written and poorly organized documents, it is clear that the <em>prison director</em> is giving loans to people whose names frequently appear on prisoner lists.",,,BanterDef Prison_Documents_success Text
651218904203,His penmanship is atrocious! And what are these? Grease stains?!,,Buns,BanterDef Prison_Documents_success Text 
320980551040,"Look at this. Every time he spells a word that has a double ""o"" he just draws a pair of boobs.",,Scully,BanterDef Prison_Documents_success Text 
308783840212,"I can't be sure, but I think these documents are organized by the size and shape of their food stains. At least, I hope it's food...",,MD,BanterDef Prison_Documents_success Text 
546409776921,Wait! Let's be reasonable... Let's talk.,,Jackhammer,BanterDef Prison_Jackhammer03_Approach_Defeated Text 
700640378622,"Heeey, ragazzi! Over here! Get me out and I'll love you forever, eh?",,Luigi,BanterDef Prison_Luigi01_Approach_Initial Text 
676123796437,"That's how you do it, bambino! Eh, I can smell freedom in the air already!",,Luigi,BanterDef Prison_Luigi02_Approach_Unlocked Text 
869813410180,"Ugh, Luigi, dat was me. Sorry.",,PrisonerJoseph,BanterDef Prison_Luigi02_Approach_Unlocked Text 
347239273946,"Joseph... mio amico! Everything smells good now, eh? We're free as birds - maybe jailbirds, but free is free, right?",,Luigi,BanterDef Prison_Luigi02_Approach_Unlocked Text 
742024916547,"If you say so, Luigi, Boss.",,PrisonerJoseph,BanterDef Prison_Luigi02_Approach_Unlocked Text 
311246501518,They made me sign some paper and I thought I got a job... and the next day <em>Jackhammer</em> comes with armed men and arrests me! My woman waits for me back in <em>La Boue</em>... Please...,,PrisonerInnocent,BanterDef PrisonerInnocent01_Approach_success Text 
342643787525,"God bless you, good people! I will give <em>Father Tooker</em> my best chicken to sacrifice as a blessing for your health!",,PrisonerInnocent,BanterDef PrisonerInnocent01_Leave Text  >> +5 Fleatown Loyalty 
216078934622,I'm from <em>Port Cacao</em>. I took a small loan and was one day late paying it back. I was told my debt had tripled! I could not pay... and they told me I will rot in prison for that. ,,PrisonerInnocent,BanterDef PrisonerInnocent02_Approach_success Text 
574931212912,I like every type of shark except loan sharks. They should be hunted to extinction.,,Scully,BanterDef PrisonerInnocent02_Approach_success Text 
527230961901,Thank you! I'll never take out another loan again!,,PrisonerInnocent,BanterDef PrisonerInnocent02_Leave Text  >> +5 Port Cacao Loyalty 
646229488326,"If you do, just come see me. My rates are very reasonable.",,Livewire,BanterDef PrisonerInnocent02_Leave Text  >> +5 Port Cacao Loyalty 
459645463423,Hey! Did the great <em>Chimurenga</em> send you to release me from prison so I can rejoin the fight against the capitalist oppressors?,,PrisonerInnocent,BanterDef PrisonerInnocent03_Approach_failure Text 
770971105414,Look! I have found a commie in his natural habitat!,,Steroid,BanterDef PrisonerInnocent03_Approach_failure Text 
628917713161,High Loyalty with <em>Pantagruel</em>,,,BanterDef PrisonerInnocent03_Approach_success Text
128041267572,"Comrades! Comrades Mercenaires! I am one of Chimurenga's men, from <em>Pantagruel</em>! Have you come to release me from prison so I can fight again for the Revolution?",,PrisonerInnocent,BanterDef PrisonerInnocent03_Approach_success Text 
358895758698,"Thank you, comrades! Vive la Révolution!",,PrisonerInnocent,BanterDef PrisonerInnocent03_Leave Text  >> +5 Pantagruel Loyalty 
143619362755,"I know you are here to release me from prison! Last night, <em>Lami the Witch</em> appeared in my dream and told me you would come!",,PrisonerInnocent,BanterDef PrisonerInnocent04_Approach_success Text 
277928796694,Thank you! I will ask <em>Lami</em> to visit you in your dreams and give you happiness and health.,,PrisonerInnocent,BanterDef PrisonerInnocent04_Leave Text  >> +5 Farmland Loyalty 
567140401820,"Please release me, I haven't done anything! I'm from <em>Ille Morat</em>. I tried to escape the slavers in <em>Belle Eau</em>, but river pirates captured me and sold me to <em>Jackhammer</em>.",,PrisonerInnocent,BanterDef PrisonerInnocent05_Approach_success Text 
114162536064,Thank you! May the <em>Beast</em> watch you while you sleep!,,PrisonerInnocent,BanterDef PrisonerInnocent05_Leave Text  >> +5 Ille Morat Loyalty 
316362761047,"I hope you are not working for <em>Siegfried Von Essen</em>, or <em>Boss Blaubert</em>, or the <em>Legion</em>... Now that I think of it, it's probably safer for me in here. ",,PrisonerInnocent,BanterDef PrisonerInnocent06_Approach_success Text 
721032243368,Thanks... I guess. I know you mean well. I guess I'll go back to Landsbach... if I have to.,,PrisonerInnocent,BanterDef PrisonerInnocent06_Leave Text  >> +5 Landsbach Loyalty 
986291575301,"Please let me out... I never did anything wrong, except for being born poor in <em>Port Cacao</em>.",,PrisonerInnocent,BanterDef PrisonerInnocent07_Approach_success Text 
517427165755,"Oh, how I miss the smell of home! Thanks to you I'll be back at the <em>Dump</em> soon enough!",,PrisonerInnocent,BanterDef PrisonerInnocent07_Leave Text  >> +5 Port Cacao Loyalty 
790726889223,"Yo, buds! Let me out of here, eh? I am no criminal, man! I swear, I didn't do a thing!",,PrisonerJailBird,BanterDef PrisonerJailbird01_Approach_failure Text 
907585807640,Seems legit...,,Ice,BanterDef PrisonerJailbird01_Approach_failure Text 
788970466937,<em>Scoundrel</em> perk activated,,,BanterDef PrisonerJailbird01_Approach_success Text
757575998028,"Yo, buds! Let me out of here, eh? I'm innocent, I swear! I was just drunk and trying to have a good time.",,PrisonerJailBird,BanterDef PrisonerJailbird01_Approach_success Text 
122333648787,"Yeah, I've used that excuse before, too. Nobody bought it then and nobody's buying it now.",,Magic,BanterDef PrisonerJailbird01_Approach_success Text 
804046417375,"For reasons that are entirely personal, I have been keeping an eye on Grand Chien's list of most-wanted criminals and I've seen your face there.",,Livewire,BanterDef PrisonerJailbird01_Approach_success Text 
627459785414,"That's an excuse a lot of boys use. Most of them get away with it, but I guess you didn't.",,Fox,BanterDef PrisonerJailbird01_Approach_success Text 
850717642452,"Woo! Thanks, buds! Time to have a drink or five and have a little fun!",,PrisonerJailBird,BanterDef PrisonerJailbird01_Leave Text  >> -5 Fleatown Loyalty 
434964762249,"Let me go! I'm no criminal! I'm, uh... I'm with the communist Maquis. I'm being repressed because my communism is so powerful, man!",,PrisonerJailBird,BanterDef PrisonerJailbird02_Approach_failure Text 
974761714691,High Loyalty with <em>Pantagruel</em>,,,BanterDef PrisonerJailbird02_Approach_success Text
516280377773,"Hey, let me go! I'm no criminal. I'm, uh... I'm with your communist buddies, man. Totally. Yeah, I have more commie-chlorians in my blood than Lenin, man! Trust me!",,PrisonerJailBird,BanterDef PrisonerJailbird02_Approach_success Text 
165686526426,"Yeah! Long live the Rebellion, right? I, uh... I'm going to the secret rebel base, now. Down with the Empire!",,PrisonerJailBird,BanterDef PrisonerJailbird02_Leave Text  >> -5 Pantagruel Loyalty 
440016733953,I have deep suspicion that this person is putting on act.,,Tex,BanterDef PrisonerJailbird02_Leave Text  >> -5 Pantagruel Loyalty 
958913381248,Let me out! Let me out! Let me out! LET ME OOOOUUUUT!,,PrisonerJailBird,BanterDef PrisonerJailbird03_Approach_failure Text  psycho killer crazy talk 
862403476031,<em>Psycho</em> perk activated,,,BanterDef PrisonerJailbird03_Approach_success Text
882079618233,"Heyyyyy, I know you guys! Blood and guts. Blood and guts. Blood and guts. I'm a big fan! Want to see my collection of pelvises? They never found them... I can show you! Let me out! Let me out! Let me OOOUUUT!",,PrisonerJailBird,BanterDef PrisonerJailbird03_Approach_success Text  psycho killer crazy talk 
601572540938,"You remind me of my cousin. We keep him in a cage, too.",,Meltdown,BanterDef PrisonerJailbird03_Approach_success Text 
873242142100,You... You are fan of Fidel? And you have pelvises to give me?... No. Fidel is too smart to fall for such obvious trap.,,Fidel,BanterDef PrisonerJailbird03_Approach_success Text 
879745592884,"I may be a little crazy, but this guy's a fucking lunatic.",,Nails,BanterDef PrisonerJailbird03_Approach_success Text 
199119495635,"Yes! Yes! YESSSSSSSSSS! I'll show you. You'll see I'm just like you! I'll bring you the meat, but the bones are mine! MINE!",,PrisonerJailBird,BanterDef PrisonerJailbird03_Leave Text  psycho killer crazy talk >> -5 Port Cacao Loyalty 
116383536596,"Hey, you have to let me out of here! My wife made up all of those things. She just wanted me out of the way!",,PrisonerJailBird,BanterDef PrisonerJailbird04_Approach_failure Text 
939635667016,"I didn't do anything! She brought it on herself. I am the man, but she would not listen to me! She would only complain. What was I supposed to do? The bitch just wouldn't shut up... just had it coming.",,PrisonerJailBird,BanterDef PrisonerJailbird04_Approach_success Text 
957510782202,"While you rot in your cell, I hope some parts of you fall off faster than others.",,Fox,BanterDef PrisonerJailbird04_Approach_success Text 
233786114615,"Oh, wow... You are everything I don't like about men.",,Mouse,BanterDef PrisonerJailbird04_Approach_success Text 
899641403390,I be sorely tempted to let you out of that cell so you can see what YOU got coming!,,Vicki,BanterDef PrisonerJailbird04_Approach_success Text 
284735624502,I suppose my faith in the Grand Chien justice system is at least partially restored.,,Buns,BanterDef PrisonerJailbird04_Approach_success Text 
264008136660,"Damn, I'm conflicted! Do I shoot your kneecaps off first or your elbows?",,Meltdown,BanterDef PrisonerJailbird04_Approach_success Text 
298618169097,"If you are very quiet, and VERY lucky, I won't make those the last words you'll ever speak.",,Raven,BanterDef PrisonerJailbird04_Approach_success Text 
368645398909,I once knew a man who thought the same way as you. He's dead now.,,Scope,BanterDef PrisonerJailbird04_Approach_success Text 
649736693848,You are the very real type of monster that makes girls run from home and into the dark forest.,,Kalyna,BanterDef PrisonerJailbird04_Approach_success Text 
173088207086,"If I were you, I would not mention that last part at your next parole hearing. Also, if I were you, I would kill myself.",,Livewire,BanterDef PrisonerJailbird04_Approach_success Text 
972067413486,"Go to Shaitan, pig! I would shoot you dead right now, but my bullet is too good for you.",,Fauda,BanterDef PrisonerJailbird04_Approach_success Text 
565643659287,Fuck yeah! Thanks for letting me out! I'm going to <em>La Lys Rouge</em> where the women will do exactly as I tell them - whether they like it or not!,,PrisonerJailBird,BanterDef PrisonerJailbird04_Leave Text  >> -5 Pantagruel Loyalty 
262410227796,"You so much as hurt those ladies' feelings, I'll break every bone in your body.",,Grizzly,BanterDef PrisonerJailbird04_Leave Text  >> -5 Pantagruel Loyalty 
418057888832,"Boss! Hey, boss! Please, let me out! I'm no trouble-maker. I do what I'm told.",,PrisonerJailBird,BanterDef PrisonerJailbird05_Approach_failure Text 
141645007451,<leadership-s>,<leadership-s>,,BanterDef PrisonerJailbird05_Approach_success Text
472829993699,"Boss! Hey, boss! Please let me out! It wasn't my fault. I was only following orders. I'll never go back to <em>Camp du Crocodile</em>, I swear! ",,PrisonerJailBird,BanterDef PrisonerJailbird05_Approach_success Text 
587618181363,Good soldiers follow a leader. Idiots follow orders.,,Len,BanterDef PrisonerJailbird05_Approach_success Text 
670436403927,"Thank you, boss! You're the best! Do you know the easiest way to cross the river and reach <em>Camp Savane</em>? Uh, I'm asking for a friend.",,PrisonerJailBird,BanterDef PrisonerJailbird05_Leave Text  >> -5 Fleatown Loyalty 
500464534828,"You are those mercenaries! Please, let me out of here. I did nothing you have not done - a little breaking and entering, a little illegal salvage, some black market deals... and maybe some light murder.",,PrisonerJailBird,BanterDef PrisonerJailbird06_Approach_success Text 
345290909975,"If you think you are like me, you are gravely mistaken.",,Reaper,BanterDef PrisonerJailbird06_Approach_success Text 
990827780202,"Ah, yes! The mercenary life, eh? Take what can be taken and kill whoever you need to!",,PrisonerJailBird,BanterDef PrisonerJailbird06_Leave Text  >> -5 Farmland Loyalty 
130190064113,"God put a plague on the wicked for their sins, and then delivered you unto them as his angels of death.",,CivilianFemale_1,BanterDef Grimer_VillagerFemale_01 Text  saved lots of villagers >> Proud 
410332091276,We are angels of death of our own accord.,,Reaper,BanterDef Grimer_VillagerFemale_01 Text 
250841102720,We do not have divine mandate. We have mercenary contract. ,,Barry,BanterDef Grimer_VillagerFemale_01 Text 
791035187141,"Angels of death, huh? I kind of like the sound of that.",,Nails,BanterDef Grimer_VillagerFemale_01 Text 
631615152988,The spirits have punished us for our sins.,,CivilianFemale_1,BanterDef Grimer_VillagerFemale_02 Text  didn't save save lots of villagers 
870995119063,"Poor Montel! He was such a nice boy, and see what that whore <em>Bella</em> has turned him into! ",,CivilianFemale_2,BanterDef Grimer_VillagerFemale_03 Text  Monday alive 
702017419312,"Poor Montel! First his parents died, then that bitch Bella broke his heart, and now he has suffered such a horrible death! There is no justice in this world!",,CivilianFemale_2,BanterDef Grimer_VillagerFemale_04 Text  Monday dead >> Guilty 
170639056206,There is no such thing as justice. There is only vengeance.,,Fauda,BanterDef Grimer_VillagerFemale_04 Text 
620997056349,May the spirits bless you for killing that bitch <em>Bella</em>. It was all her fault that they punished us.,,CivilianFemale_2,BanterDef Grimer_VillagerFemale_05 Text  Bella killed 
229590147964,"I'm not saying she shouldn't be killed for what she did, but <em>Bella</em> had good reason. The men of this town are pigs! She was only treating them the way they treated her.",,CivilianFemale_1,BanterDef Grimer_VillagerFemale_06 Text  Bella killed 
770145073161,Do you need any of these? <em>Monday</em> was about to throw them in that monstrosity he uses to brew moonshine.,,CivilianFemale_2,BanterDef Grimer_VillagerFemale_07_Loyalty Text  >> Magazines 
170253792502,I am always of interest to new reading materials.,,Barry,BanterDef Grimer_VillagerFemale_07_Loyalty Text  >> Magazines 
266406307834,Using magazines to brew moonshine!? ...I guess I can see it.,,Meltdown,BanterDef Grimer_VillagerFemale_07_Loyalty Text  >> Magazines 
229416605453,I feel fine! We're all fine. Don't send us to the Sanatorium please!,,CivilianMale_1,BanterDef Grimer_VillagerMale_01 Text 
993388041631,Our Monday really knows how to party!,,CivilianMale_2,BanterDef Grimer_VillagerMale_02 Text  Monday alive 
546477484297,"If I had to choose between turning into a cadavéré and drinking myself to death, well... It's a clear choice, isn't it?",,CivilianMale_3,BanterDef Grimer_VillagerMale_03 Text  Monday alive 
417222910951,"Young Montel was out of his mind, but he was a good boy, all things considered.",,CivilianMale_3,BanterDef Grimer_VillagerMale_04 Text  Monday dead 
771373648665,"Young Montel may be out of his mind, but who wouldn't be in his place? Please, go kill that bitch <em>Bella</em>. She deserves it for all the misery she has brought. Not just to Montel, but to everyone!",,CivilianMale_3,"BanterDef Grimer_VillagerMale_05 Text  Bella quest given, not completed "
419066354002,Sounds like this lady is a real femme fatale.,,Raven,BanterDef Grimer_VillagerMale_05 Text 
692877122702,I always wanted to meet a femme fatale. Now I'm not so sure.,,Shadow,BanterDef Grimer_VillagerMale_05 Text 
310364637740,"I realize Bella may be a bit promiscuous, but are we sure we're not victim-blaming? Just a little bit?",,Mouse,BanterDef Grimer_VillagerMale_05 Text 
663933147773,"Now that <em>Bella</em> is dead, we can use her villa to lock up the infected!... In case there were any infected. But there are none. Please don't send us to the <em>Sanatorium</em>.",,CivilianMale_3,"BanterDef Grimer_VillagerMale_06 Text  The last part is said quickly, with sudden fearful realization Bella killed "
143168654836,"I don't agree with what <em>Bella</em> did, but I understand why she did it. Every man she's ever known has mistreated her. It was only a matter of time before she snapped.",,CivilianMale_2,BanterDef Grimer_VillagerMale_07 Text  Bella killed 
888815342590,"I just signed up for your Mili-*HIC*-tia. Me. Gonna kick some ass! This some good drink, this moonday moonshine. Wanna try some?",,CivilianMale_1,BanterDef Grimer_VillagerMale_08_Loyalty Text  sounds drunk >> +1 Militia 
684490658089,+1 Militia in <em>Wassergrab</em>,,,BanterDef Grimer_VillagerMale_08_Loyalty Text
799459986274,"No. Nope. Not at all. Not even a tiny little... Well, maybe just a sip.",,Larry_Clean,BanterDef Grimer_VillagerMale_08_Loyalty Text 
536688549389,"Hell yeah, man! It's what I'm here for - it's, like, my specialty.",,Larry,BanterDef Grimer_VillagerMale_08_Loyalty Text 
829436697357,Yes! It is mandatory to drink with comrade soldier.,,Igor,BanterDef Grimer_VillagerMale_08_Loyalty Text 
952887906666,"Oh non! Les cadavérés! Wait, these are not them.",,CivilianFemale_1,BanterDef Grimer_VillagerFemale_01_Rescue Text 
384118954579,God and spirits! We're saved!,,CivilianFemale_1,BanterDef Grimer_VillagerFemale_02_Rescue Text 
271751232775,Don't shoot! Are you here to save us?,,CivilianFemale_1,BanterDef Grimer_VillagerFemale_03_Rescue Text 
867428097936,"Don't eat us, don't eat... Ah! Don't shoot us, don't shoot us!",,CivilianFemale_1,BanterDef Grimer_VillagerFemale_04_Rescue Text 
839319619604,"Have no fear, good woman. I, Alejandro Diaz, will not eat or shoot you.",,Smiley,BanterDef Grimer_VillagerFemale_04_Rescue Text 
401459149321,We're saved! We're saved!,,CivilianMale_1,BanterDef Grimer_VillagerMale_01_Rescue Text 
564319114001,Finally! L'armée is here!,,CivilianMale_1,BanterDef Grimer_VillagerMale_02_Rescue Text 
126477465736,"Non-non, don't kill us! We are not cadavérés, I swear!",,CivilianMale_1,BanterDef Grimer_VillagerMale_03_Rescue Text 
722284728515,"You're not here to shoot us, right?",,CivilianMale_1,BanterDef Grimer_VillagerMale_04_Rescue Text 
743978867470,I haven't made up my mind yet.,,Meltdown,BanterDef Grimer_VillagerMale_04_Rescue Text 
451540039184,Fidel is here to shoot EVERYONE!... But maybe for you I make an exception.,,Fidel,BanterDef Grimer_VillagerMale_04_Rescue Text 
797917161798,Non! Les cadavérés! Wait... They have guns. LES CADAVÉRÉS WITH GUNS!!!,,CivilianMale_1,BanterDef Grimer_VillagerMale_05_Rescue Text 
337584562583,"<em>Lightning Reactions</em> perk activated
Something stirs in the cage and only lightning-fast reflexes can slam the door shut before whatever is inside escapes. One of THEM lurks within!",,,BanterDef Grimer_BirdCage01_LightningReaction Text
182273386265,I just saw a shadow move and it wasn't mine!,,Shadow,BanterDef Grimer_BirdCage01_LightningReaction Text 
832313240939,You keep your ugly ass in there!,,Ice,BanterDef Grimer_BirdCage01_LightningReaction Text 
359386358717,Ambush! Take cover!,,Len,BanterDef Grimer_BirdCage01_LightningReaction Text 
490718103183,"<em>Night Ops</em> perk activated 
Something hisses in the darkness and only reflexes honed by rigorous Night Ops training can slam the cage door shut before whatever is inside escapes. One of THEM lurks within!",,,BanterDef Grimer_BirdCage01_NightOps Text
904485631854,There is a monster under the carpet!,,Kalyna,BanterDef Grimer_BirdCage01_NightOps Text 
500160364051,Bloody biscuits!,,Scope,BanterDef Grimer_BirdCage01_NightOps Text 
294195577047,The cage is dark and full of terror!,,DrQ,BanterDef Grimer_BirdCage01_NightOps Text 
491947437940,"<em>Pessimist</em> perk activated 
The air turns sour with terror and only the pessimistic expectation of the worst possible outcome can slam the cage door shut before whatever is inside escapes. One of THEM lurks within!",,,BanterDef Grimer_BirdCage01_Pessimist Text
633482691958,"Knowin' me luck, that must be one of 'em scabby bastards waitin' to bite me arse.",,Red,BanterDef Grimer_BirdCage01_Pessimist Text 
473107987190,"Oh, shit, man. If the Sanatorium taught me anything, it's DON'T go near the cages!",,Larry_Clean,BanterDef Grimer_BirdCage01_Pessimist Text 
362544515114,Bloody hands reach out. It's one of <em>THEM</em>!,,,BanterDef Grimer_BirdCage02_failure Text
216310382043,"Well hello, cadavérés! Don't be shy - step right up, I'm a reasonable guy.",,Monday,"BanterDef Grimer_Monday01_ApproachInitial Text  Reference to a Voltaire song ""Brains"" initial "
462740319916,A talking monster!,,Kalyna,BanterDef Grimer_Monday01_ApproachInitial Text 
641764983408,"Dang, Woodrow! You don't look so good. Maybe you should lie down.",,Gus,BanterDef Grimer_Monday01_ApproachInitial Text 
844806087641,Was that a threat? It sounded like a threat to me.,,PierreMerc,BanterDef Grimer_Monday01_ApproachInitial Text 
124048305104,There's been a lot of shooting! I like it. Gives rhythm to my drinking.,,Monday,BanterDef Grimer_Monday02_ApproachInfectedKilled Text  infected killed 
298052807493,I am in agreement with monster.,,Igor,BanterDef Grimer_Monday02_ApproachInfectedKilled Text 
429569085166,Do we shoot it or talk to it? I could go either way.,,Grizzly,BanterDef Grimer_Monday02_ApproachInfectedKilled Text 
819768270716,This moonshine still looks like it was made by a drunken zombie. It leaks and smells like paint thinner. Perhaps the design could be improved.,,,BanterDef Grimer_MoonshineStill01_initial Text
764285947139,"<mechanical-f>
The moonshine still gurgles and emits an odor best described as toxic. Its mismatched parts rattle in protest. Only a skilled <em>mechanic</em> would be able to tell how to get this thing working efficiently.",,,BanterDef Grimer_MoonshineStill02_failure Text
952177643567,This is not a machine for producing alcohol. This is a machine for producing pain.,,Grunty,BanterDef Grimer_MoonshineStill02_failure Text 
756700284272,Somebody ought to take this thing out back and shoot it.,,Wolf,BanterDef Grimer_MoonshineStill02_failure Text 
213607936700,"This thing supposed to make Prairie Dew, partner? It look more like shit from sick cow!",,Tex,BanterDef Grimer_MoonshineStill02_failure Text 
493552609835,"<mechanical-s>
It takes a skilled mechanic to properly clean the condenser, refit the pipes, and remove the redundant parts.",,,BanterDef Grimer_MoonshineStill02_success Text
742835273389,"This condenser be dirtier than most carburetors I've seen! And this pipe? No, no. This pipe no go here, mon. And what be the purpose of this mouse trap here then?",,Vicki,BanterDef Grimer_MoonshineStill02_success Text 
483493097275,"I can't believe I'm saying this, but the only way this thing could've worked in the first place was by magic. I think I got it fixed up so it won't poison nobody, but no promises.",,Magic,BanterDef Grimer_MoonshineStill02_success Text 
375339939620,This machine was under a curse. I think I have lifted it by removing the parts that smelled bad. I cannot wait to see what kind of potion it brews!,,Kalyna,BanterDef Grimer_MoonshineStill02_success Text 
974855762101,"I am no mechanic, but this device is govno. Look, THAT piece belong on machine gun, not here... But, if I make this pipe go to that and then that piece go here... See? Now you can make potato vodka like a boss!",,Igor,BanterDef Grimer_MoonshineStill02_successIgor Text 
450569102739,"...As you can see from the charts, living in harmony with nature and eating only healthy food like those tasty <em>mushrooms</em> you have just tried will increase your life expectancy by up to sixty-two percent!",,MikeDitch,BanterDef Hermit01_approach Text  Mike is joyfully praising the good effects of natural drugs 
578325940035,"Now let us circle back to your life fulfillment goals. You need to go deeper and leave your comfort zone in order to synergize with nature, adopt the most useful mindset to achieve your goals and master your true self.",,MikeDitch,BanterDef Hermit03_approach Text  Mike is preaching you 
202923315834,"And if you have the growing suspicion that all these buzzwords are just some bullshit that I pulled off to trick you into giving me money just because you are lonely or confused, then don't forget that anything can be a valuable learning opportunity!",,MikeDitch,BanterDef Hermit03_approach Text  Mike is preaching you 
317175395403,"As a life coach, my job is to challenge you to get specific on what you want for your future, set up your life goals, and develop the right strategies to achieve them. ",,MikeDitch,BanterDef Hermit04_approach Text  Mike is preaching you 
958532652450,"That is because life makes perfect sense and you just need a stranger to explain it to you, and then tell you how to live it.",,MikeDitch,BanterDef Hermit04_approach Text  Mike is preaching you 
500770346730,"With my help, you will find a greater sense of purpose and meaning. You just need to believe in yourself, and moreover, to invest in yourself - and what better investment than life coaching?",,MikeDitch,BanterDef Hermit05_approach Text  Mike is preaching you 
572458007943,"The outcomes of coaching can be life-changing. Trust me and you will feel as successful and content as all of my past clients, such as <em>Mr. Pangloom</em> from Bien Chien who achieved inner peace and utmost fulfillment of his life goals.",,MikeDitch,BanterDef Hermit05_approach Text  Mike is preaching you 
485989604595,I'm so glad that <em>Mr. Ditch</em> is still alive. Thank you once again for helping us find each other. We won't be alone anymore.,,Butler,BanterDef Hermit_Butler01 Text 
907770301301,"This shack requires a lot of repairs. <em>Mr. Ditch</em> is a genius when it comes to mushrooms and herbs, but he needs my help to live like a civilized person.",,Butler,BanterDef Hermit_Butler02 Text 
125732603002,"Those bandits don't bother us much lately, not since we're together. I guess the rumor about the couple of evil old men has spread along the Adjani.",,Butler,BanterDef Hermit_Butler03 Text 
465732338724,"<wisdom-f>
It is hard to determine what the chart is about.",,,BanterDef Hermit_interactable_board_failure Text
851955627228,"I don't get this, mate. Seems like the chart shows ""fungible"" and ""non-fungible"" something, whatever the hell that is.",,Scully,BanterDef Hermit_interactable_board_failure Text 
110632334189,This makes about as much sense as selling sun block in a rainstorm.,,Hitman,BanterDef Hermit_interactable_board_failure Text 
